"species","Type","Reitur","Year","Coverage"
"Lecanora intricata","Hrúðurfléttur","R34","2023",0.5
"Lecanora marginata","Hrúðurfléttur","R34","2014",0.5
"Lecanora marginata","Hrúðurfléttur","R34","2017",0.5
"Lecanora marginata","Hrúðurfléttur","R34","2020",0.5
"Lecanora marginata","Hrúðurfléttur","R34","2023",0.5
"Lecanora polytropa","Hrúðurfléttur","R34","2014",0.5
"Lecanora polytropa","Hrúðurfléttur","R34","2017",0.5
"Lecanora polytropa","Hrúðurfléttur","R34","2020",3
"Lecanora polytropa","Hrúðurfléttur","R34","2023",0.5
"Lepraria sp.","Hrúðurfléttur","R34","2014",0.5
"Lepraria sp.","Hrúðurfléttur","R34","2017",0.5
"Lepraria sp.","Hrúðurfléttur","R34","2020",1
"Lepraria sp.","Hrúðurfléttur","R34","2023",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R34","2014",5
"Pertusaria aspergilla","Hrúðurfléttur","R34","2017",10
"Pertusaria aspergilla","Hrúðurfléttur","R34","2020",3
"Pertusaria aspergilla","Hrúðurfléttur","R34","2023",11
"Tephromela atra","Hrúðurfléttur","R34","2014",0.5
"Tephromela atra","Hrúðurfléttur","R34","2017",0.5
"Tephromela atra","Hrúðurfléttur","R34","2020",0.5
"Tephromela atra","Hrúðurfléttur","R34","2023",0.5
"Tremolecia atrata","Hrúðurfléttur","R34","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R34","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R34","2020",0.5
"Tremolecia atrata","Hrúðurfléttur","R34","2023",0.5
"Litlar svartar askhirslur","Hrúðurfléttur","R34","2014",0.5
"Litlar svartar askhirslur","Hrúðurfléttur","R34","2017",0.5
"Litlar svartar askhirslur","Hrúðurfléttur","R34","2020",1
"Litlar svartar askhirslur","Hrúðurfléttur","R34","2023",0.5
"Svart hrúður","Hrúðurfléttur","R34","2014",2
"Svart hrúður","Hrúðurfléttur","R34","2017",7
"Svart hrúður","Hrúðurfléttur","R34","2020",3
"Svart hrúður","Hrúðurfléttur","R34","2023",5
"Óaðgreindar tegundir","Hrúðurfléttur","R34","2014",7
"Óaðgreindar tegundir","Hrúðurfléttur","R34","2017",10
"Óaðgreindar tegundir","Hrúðurfléttur","R34","2020",20
"Óaðgreindar tegundir","Hrúðurfléttur","R34","2023",13
"Ber klöpp","Hrúðurfléttur","R34","2014",1
"Ber klöpp","Hrúðurfléttur","R34","2017",2
"Ber klöpp","Hrúðurfléttur","R34","2020",2
"Ber klöpp","Hrúðurfléttur","R34","2023",1
"Andreaea rupestris","Mosar","R35","2014",0.5
"Andreaea rupestris","Mosar","R35","2017",0.5
"Andreaea rupestris","Mosar","R35","2020",1
"Andreaea rupestris","Mosar","R35","2023",1
"Racomitrium fasciculare","Mosar","R35","2014",0.5
"Racomitrium fasciculare","Mosar","R35","2017",0.5
"Racomitrium fasciculare","Mosar","R35","2020",0.5
"Racomitrium fasciculare","Mosar","R35","2023",0.5
"Racomitrium heterostichum","Mosar","R35","2014",1
"Racomitrium heterostichum","Mosar","R35","2017",2
"Racomitrium heterostichum","Mosar","R35","2020",1
"Racomitrium heterostichum","Mosar","R35","2023",0.5
"Racomitrium sudeticum","Mosar","R35","2014",8
"Racomitrium sudeticum","Mosar","R35","2017",11
"Racomitrium sudeticum","Mosar","R35","2020",12
"Racomitrium sudeticum","Mosar","R35","2023",17
"Stereocaulon vesuvianum","Blað- og runnfléttur","R35","2014",1
"Stereocaulon vesuvianum","Blað- og runnfléttur","R35","2017",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R35","2020",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R35","2023",0.5
"Umbilicaria cylindrica","Blað- og runnfléttur","R35","2014",6
"Umbilicaria cylindrica","Blað- og runnfléttur","R35","2017",10
"Umbilicaria cylindrica","Blað- og runnfléttur","R35","2020",10
"Umbilicaria cylindrica","Blað- og runnfléttur","R35","2023",17
"Umbilicaria proboscidea","Blað- og runnfléttur","R35","2014",0.5
"Umbilicaria proboscidea","Blað- og runnfléttur","R35","2017",0.5
"Umbilicaria proboscidea","Blað- og runnfléttur","R35","2020",0.1
"Umbilicaria proboscidea","Blað- og runnfléttur","R35","2023",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R35","2014",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R35","2017",3
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R35","2020",3
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R35","2023",2
"Calvitimela aglaea","Hrúðurfléttur","R35","2014",0.5
"Calvitimela aglaea","Hrúðurfléttur","R35","2017",0.5
"Calvitimela aglaea","Hrúðurfléttur","R35","2020",0.5
"Calvitimela aglaea","Hrúðurfléttur","R35","2023",0.5
"Candelariella vitellina","Hrúðurfléttur","R35","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R35","2017",0.5
"Candelariella vitellina","Hrúðurfléttur","R35","2020",0.01
"Candelariella vitellina","Hrúðurfléttur","R35","2023",0.01
"Immersaria athroocarpa","Hrúðurfléttur","R35","2014",3
"Immersaria athroocarpa","Hrúðurfléttur","R35","2017",2
"Immersaria athroocarpa","Hrúðurfléttur","R35","2020",2
"Immersaria athroocarpa","Hrúðurfléttur","R35","2023",2
"Lecanora intricata","Hrúðurfléttur","R35","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R35","2017",0.5
"Lecanora intricata","Hrúðurfléttur","R35","2020",1
"Lecanora intricata","Hrúðurfléttur","R35","2023",1
"Lecanora polytropa","Hrúðurfléttur","R35","2014",5
"Lecanora polytropa","Hrúðurfléttur","R35","2017",6
"Lecanora polytropa","Hrúðurfléttur","R35","2020",3
"Lecanora polytropa","Hrúðurfléttur","R35","2023",0.5
"Lecidea lapicida","Hrúðurfléttur","R35","2014",6
"Lecidea lapicida","Hrúðurfléttur","R35","2017",6
"Lecidea lapicida","Hrúðurfléttur","R35","2020",2
"Lecidea lapicida","Hrúðurfléttur","R35","2023",5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R35","2014",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R35","2017",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R35","2020",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R35","2023",0.5
"Lecidea sp.","Hrúðurfléttur","R35","2014",0.5
"Lecidea sp.","Hrúðurfléttur","R35","2017",0.5
"Lecidea sp.","Hrúðurfléttur","R35","2020",0.5
"Lecidea sp.","Hrúðurfléttur","R35","2023",0.5
"Protoparmelia badia","Hrúðurfléttur","R35","2014",0.5
"Protoparmelia badia","Hrúðurfléttur","R35","2017",0.5
"Protoparmelia badia","Hrúðurfléttur","R35","2020",0.5
"Protoparmelia badia","Hrúðurfléttur","R35","2023",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R35","2014",3
"Rhizocarpon geographicum","Hrúðurfléttur","R35","2017",5
"Rhizocarpon geographicum","Hrúðurfléttur","R35","2020",7
"Rhizocarpon geographicum","Hrúðurfléttur","R35","2023",10
"Tephromela atra","Hrúðurfléttur","R35","2014",1
"Tephromela atra","Hrúðurfléttur","R35","2017",1
"Tephromela atra","Hrúðurfléttur","R35","2020",3
"Tephromela atra","Hrúðurfléttur","R35","2023",2
"Tremolecia atrata","Hrúðurfléttur","R35","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R35","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R35","2020",0.1
"Tremolecia atrata","Hrúðurfléttur","R35","2023",0.1
"Óaðgreindar tegundir","Hrúðurfléttur","R35","2014",15
"Óaðgreindar tegundir","Hrúðurfléttur","R35","2017",15
"Óaðgreindar tegundir","Hrúðurfléttur","R35","2020",15
"Óaðgreindar tegundir","Hrúðurfléttur","R35","2023",17
"Ber klöpp","Hrúðurfléttur","R35","2014",3
"Ber klöpp","Hrúðurfléttur","R35","2017",3
"Ber klöpp","Hrúðurfléttur","R35","2020",2
"Ber klöpp","Hrúðurfléttur","R35","2023",1
"Andreaea rupestris","Mosar","R36","2014",9
"Andreaea rupestris","Mosar","R36","2017",1
"Andreaea rupestris","Mosar","R36","2020",0.5
"Andreaea rupestris","Mosar","R36","2023",0.5
"Antitrichia curtipendula","Mosar","R36","2014",0.5
"Antitrichia curtipendula","Mosar","R36","2017",0.5
"Antitrichia curtipendula","Mosar","R36","2020",0.5
"Antitrichia curtipendula","Mosar","R36","2023",0.5
"Grimmia montana","Mosar","R36","2014",3
"Grimmia montana","Mosar","R36","2017",15
"Grimmia montana","Mosar","R36","2020",8
"Grimmia montana","Mosar","R36","2023",11
"Hypnum cupressiforme","Mosar","R36","2014",2
"Hypnum cupressiforme","Mosar","R36","2017",6
"Hypnum cupressiforme","Mosar","R36","2020",3
"Hypnum cupressiforme","Mosar","R36","2023",3
"Racomitrium fasciculare","Mosar","R36","2014",0.5
"Racomitrium fasciculare","Mosar","R36","2017",0.5
"Racomitrium fasciculare","Mosar","R36","2020",0.5
"Racomitrium fasciculare","Mosar","R36","2023",0.5
"Racomitrium heterostichum","Mosar","R36","2014",6
"Racomitrium heterostichum","Mosar","R36","2017",8
"Racomitrium heterostichum","Mosar","R36","2020",3
"Racomitrium heterostichum","Mosar","R36","2023",1
"Racomitrium lanuginosum","Mosar","R36","2014",0.5
"Racomitrium lanuginosum","Mosar","R36","2017",0.5
"Racomitrium lanuginosum","Mosar","R36","2020",0.5
"Racomitrium lanuginosum","Mosar","R36","2023",0.5
"Dauður mosi","Mosar","R36","2014",4
"Dauður mosi","Mosar","R36","2017",1
"Dauður mosi","Mosar","R36","2020",0.5
"Dauður mosi","Mosar","R36","2023",0.5
"Ephebe lanata","Blað- og runnfléttur","R36","2014",0.5
"Ephebe lanata","Blað- og runnfléttur","R36","2017",0.5
"Ephebe lanata","Blað- og runnfléttur","R36","2020",0.5
"Ephebe lanata","Blað- og runnfléttur","R36","2023",0.5
"Physcia caesia","Blað- og runnfléttur","R36","2014",0.5
"Physcia caesia","Blað- og runnfléttur","R36","2017",0.5
"Physcia caesia","Blað- og runnfléttur","R36","2020",0.5
"Physcia caesia","Blað- og runnfléttur","R36","2023",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R36","2014",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R36","2017",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R36","2020",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R36","2023",0.5
"Amygdalaria pelobotryon","Hrúðurfléttur","R36","2014",0.5
"Amygdalaria pelobotryon","Hrúðurfléttur","R36","2017",0.5
"Amygdalaria pelobotryon","Hrúðurfléttur","R36","2020",0.5
"Amygdalaria pelobotryon","Hrúðurfléttur","R36","2023",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R36","2014",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R36","2017",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R36","2020",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R36","2023",2
"Calvitimela aglaea","Hrúðurfléttur","R36","2014",0.5
"Calvitimela aglaea","Hrúðurfléttur","R36","2017",0.5
"Calvitimela aglaea","Hrúðurfléttur","R36","2020",0.5
"Calvitimela aglaea","Hrúðurfléttur","R36","2023",0.5
"Candelariella vitellina","Hrúðurfléttur","R36","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R36","2017",1
"Candelariella vitellina","Hrúðurfléttur","R36","2020",0.5
"Candelariella vitellina","Hrúðurfléttur","R36","2023",0.01
"Catillaria contristans","Hrúðurfléttur","R36","2014",0.5
"Catillaria contristans","Hrúðurfléttur","R36","2017",0.5
"Catillaria contristans","Hrúðurfléttur","R36","2020",0.5
"Catillaria contristans","Hrúðurfléttur","R36","2023",0.5
"Flavoplaca citrina","Hrúðurfléttur","R36","2014",0.5
"Flavoplaca citrina","Hrúðurfléttur","R36","2017",0.5
"Flavoplaca citrina","Hrúðurfléttur","R36","2020",6
"Flavoplaca citrina","Hrúðurfléttur","R36","2023",2
"Immersaria athroocarpa","Hrúðurfléttur","R36","2014",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R36","2017",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R36","2020",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R36","2023",0.5
"Lecanora intricata","Hrúðurfléttur","R36","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R36","2017",0.5
"Lecanora intricata","Hrúðurfléttur","R36","2020",0.5
"Lecanora intricata","Hrúðurfléttur","R36","2023",0.5
"Lecanora marginata","Hrúðurfléttur","R36","2014",0.5
"Lecanora marginata","Hrúðurfléttur","R36","2017",0.5
"Lecanora marginata","Hrúðurfléttur","R36","2020",0.5
"Lecanora marginata","Hrúðurfléttur","R36","2023",0.5
"Lecanora polytropa","Hrúðurfléttur","R36","2014",0.5
"Lecanora polytropa","Hrúðurfléttur","R36","2017",0.5
"Lecanora polytropa","Hrúðurfléttur","R36","2020",0.5
"Lecanora polytropa","Hrúðurfléttur","R36","2023",0.01
"Lecanora straminea","Hrúðurfléttur","R36","2014",0.5
"Lecanora straminea","Hrúðurfléttur","R36","2017",0.5
"Lecanora straminea","Hrúðurfléttur","R36","2020",0.5
"Lecanora straminea","Hrúðurfléttur","R36","2023",1
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R36","2014",1
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R36","2017",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R36","2020",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R36","2023",0.5
"Lecidea sp.","Hrúðurfléttur","R36","2014",0.5
"Lecidea sp.","Hrúðurfléttur","R36","2017",0.5
"Lecidea sp.","Hrúðurfléttur","R36","2020",0.5
"Lecidea sp.","Hrúðurfléttur","R36","2023",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R36","2014",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R36","2017",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R36","2020",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R36","2023",0.5
"Pertusaria pseudocorallina cf.","Hrúðurfléttur","R36","2014",0.5
"Pertusaria pseudocorallina cf.","Hrúðurfléttur","R36","2017",0.5
"Pertusaria pseudocorallina cf.","Hrúðurfléttur","R36","2020",0.5
"Pertusaria pseudocorallina cf.","Hrúðurfléttur","R36","2023",0.5
"Porpidia flavicunda","Hrúðurfléttur","R36","2014",0.5
"Porpidia flavicunda","Hrúðurfléttur","R36","2017",0.5
"Porpidia flavicunda","Hrúðurfléttur","R36","2020",0.5
"Porpidia flavicunda","Hrúðurfléttur","R36","2023",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R36","2014",4
"Rhizocarpon geographicum","Hrúðurfléttur","R36","2017",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R36","2020",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R36","2023",0.1
"Rinodina sp.","Hrúðurfléttur","R36","2014",0.5
"Rinodina sp.","Hrúðurfléttur","R36","2017",4
"Rinodina sp.","Hrúðurfléttur","R36","2020",4
"Rinodina sp.","Hrúðurfléttur","R36","2023",7
"Tephromela atra","Hrúðurfléttur","R36","2014",0.5
"Tephromela atra","Hrúðurfléttur","R36","2017",0.5
"Tephromela atra","Hrúðurfléttur","R36","2020",0.5
"Tephromela atra","Hrúðurfléttur","R36","2023",0.5
"Tremolecia atrata","Hrúðurfléttur","R36","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R36","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R36","2020",0.5
"Tremolecia atrata","Hrúðurfléttur","R36","2023",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R36","2014",16
"Óaðgreindar tegundir","Hrúðurfléttur","R36","2017",20
"Óaðgreindar tegundir","Hrúðurfléttur","R36","2020",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R36","2023",10
"Ber klöpp","Hrúðurfléttur","R36","2014",14
"Ber klöpp","Hrúðurfléttur","R36","2017",7
"Ber klöpp","Hrúðurfléttur","R36","2020",0.5
"Ber klöpp","Hrúðurfléttur","R36","2023",10
"Andreaea rupestris","Mosar","R37","2014",0.5
"Andreaea rupestris","Mosar","R37","2017",0.5
"Andreaea rupestris","Mosar","R37","2020",0.5
"Andreaea rupestris","Mosar","R37","2023",0.5
"Bartramia ithyphylla","Mosar","R37","2014",0.5
"Bartramia ithyphylla","Mosar","R37","2017",1
"Bartramia ithyphylla","Mosar","R37","2020",0.5
"Bartramia ithyphylla","Mosar","R37","2023",0.5
"Frullania tamarisci","Mosar","R37","2014",0.5
"Frullania tamarisci","Mosar","R37","2017",0.5
"Frullania tamarisci","Mosar","R37","2020",0.5
"Frullania tamarisci","Mosar","R37","2023",0.5
"Grimmia montana","Mosar","R37","2014",1
"Grimmia montana","Mosar","R37","2017",4
"Grimmia montana","Mosar","R37","2020",3
"Grimmia montana","Mosar","R37","2023",3
"Hypnum cupressiforme","Mosar","R37","2014",9
"Hypnum cupressiforme","Mosar","R37","2017",11
"Hypnum cupressiforme","Mosar","R37","2020",16
"Hypnum cupressiforme","Mosar","R37","2023",24
"Orthotrichum rupestre","Mosar","R37","2014",0.5
"Orthotrichum rupestre","Mosar","R37","2017",0.5
"Orthotrichum rupestre","Mosar","R37","2020",0.5
"Orthotrichum rupestre","Mosar","R37","2023",0.5
"Pogonatum urnigerum","Mosar","R37","2014",0.5
"Pogonatum urnigerum","Mosar","R37","2017",0.5
"Pogonatum urnigerum","Mosar","R37","2020",0.5
"Pogonatum urnigerum","Mosar","R37","2023",0.5
"Racomitrium fasciculare","Mosar","R37","2014",0.5
"Racomitrium fasciculare","Mosar","R37","2017",0.5
"Racomitrium fasciculare","Mosar","R37","2020",2
"Racomitrium fasciculare","Mosar","R37","2023",1
"Racomitrium lanuginosum","Mosar","R37","2014",0.5
"Racomitrium lanuginosum","Mosar","R37","2017",0.5
"Racomitrium lanuginosum","Mosar","R37","2020",0.5
"Racomitrium lanuginosum","Mosar","R37","2023",0.5
"Schistidium confertum","Mosar","R37","2014",0.5
"Schistidium confertum","Mosar","R37","2017",0.5
"Schistidium confertum","Mosar","R37","2020",0.5
"Schistidium confertum","Mosar","R37","2023",0.5
"Syntrichia ruralis","Mosar","R37","2014",0.5
"Syntrichia ruralis","Mosar","R37","2017",0.5
"Syntrichia ruralis","Mosar","R37","2020",0.5
"Syntrichia ruralis","Mosar","R37","2023",0.5
"Tortula muralis","Mosar","R37","2014",0.5
"Tortula muralis","Mosar","R37","2017",0.5
"Tortula muralis","Mosar","R37","2020",0.5
"Tortula muralis","Mosar","R37","2023",0.5
"Parmelia saxatilis","Blað- og runnfléttur","R37","2014",0.5
"Parmelia saxatilis","Blað- og runnfléttur","R37","2017",0.5
"Parmelia saxatilis","Blað- og runnfléttur","R37","2020",0.5
"Parmelia saxatilis","Blað- og runnfléttur","R37","2023",0.5
"Physcia caesia","Blað- og runnfléttur","R37","2014",0.5
"Physcia caesia","Blað- og runnfléttur","R37","2017",0.5
"Physcia caesia","Blað- og runnfléttur","R37","2020",0.5
"Physcia caesia","Blað- og runnfléttur","R37","2023",0.5
"Scytinium lichenoides","Blað- og runnfléttur","R37","2014",0.5
"Scytinium lichenoides","Blað- og runnfléttur","R37","2017",0.5
"Scytinium lichenoides","Blað- og runnfléttur","R37","2020",0.5
"Scytinium lichenoides","Blað- og runnfléttur","R37","2023",0.5
"Xanthoria candelaria","Blað- og runnfléttur","R37","2014",0.5
"Xanthoria candelaria","Blað- og runnfléttur","R37","2017",0.5
"Xanthoria candelaria","Blað- og runnfléttur","R37","2020",0.5
"Xanthoria candelaria","Blað- og runnfléttur","R37","2023",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R37","2014",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R37","2017",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R37","2020",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R37","2023",0.5
"Candelariella vitellina","Hrúðurfléttur","R37","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R37","2017",0.5
"Candelariella vitellina","Hrúðurfléttur","R37","2020",0.1
"Candelariella vitellina","Hrúðurfléttur","R37","2023",0.5
"Lecanora intricata","Hrúðurfléttur","R37","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R37","2017",0.5
"Lecanora intricata","Hrúðurfléttur","R37","2020",0.1
"Lecanora intricata","Hrúðurfléttur","R37","2023",2
"Lecanora polytropa","Hrúðurfléttur","R37","2014",1
"Lecanora polytropa","Hrúðurfléttur","R37","2017",1
"Lecanora polytropa","Hrúðurfléttur","R37","2020",1
"Lecanora polytropa","Hrúðurfléttur","R37","2023",0.1
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R37","2014",1
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R37","2017",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R37","2020",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R37","2023",0.5
"Lecidella euphoria-Porpidia?´07","Hrúðurfléttur","R37","2014",0.5
"Lecidella euphoria-Porpidia?´07","Hrúðurfléttur","R37","2017",0.5
"Lecidella euphoria-Porpidia?´07","Hrúðurfléttur","R37","2020",0.5
"Lecidella euphoria-Porpidia?´07","Hrúðurfléttur","R37","2023",0.5
"Ochrolechia parella","Hrúðurfléttur","R37","2014",24
"Ochrolechia parella","Hrúðurfléttur","R37","2017",30
"Ochrolechia parella","Hrúðurfléttur","R37","2020",32
"Ochrolechia parella","Hrúðurfléttur","R37","2023",23
"Porpidia tuberculosa","Hrúðurfléttur","R37","2014",0.5
"Porpidia tuberculosa","Hrúðurfléttur","R37","2017",0.5
"Porpidia tuberculosa","Hrúðurfléttur","R37","2020",0.5
"Porpidia tuberculosa","Hrúðurfléttur","R37","2023",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R37","2014",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R37","2017",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R37","2020",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R37","2023",0.5
"Rhizocarpon sp. (lavatum?)","Hrúðurfléttur","R37","2014",0.5
"Rhizocarpon sp. (lavatum?)","Hrúðurfléttur","R37","2017",0.5
"Rhizocarpon sp. (lavatum?)","Hrúðurfléttur","R37","2020",0.5
"Rhizocarpon sp. (lavatum?)","Hrúðurfléttur","R37","2023",0.5
"Tephromela atra","Hrúðurfléttur","R37","2014",0.5
"Tephromela atra","Hrúðurfléttur","R37","2017",0.5
"Tephromela atra","Hrúðurfléttur","R37","2020",0.5
"Tephromela atra","Hrúðurfléttur","R37","2023",0.5
"Tremolecia atrata","Hrúðurfléttur","R37","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R37","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R37","2020",0.5
"Tremolecia atrata","Hrúðurfléttur","R37","2023",0.5
"Verrucaria sp.","Hrúðurfléttur","R37","2014",0.5
"Verrucaria sp.","Hrúðurfléttur","R37","2017",0.5
"Verrucaria sp.","Hrúðurfléttur","R37","2020",0.5
"Verrucaria sp.","Hrúðurfléttur","R37","2023",0.5
"m. litlar svartar askhirslur","Hrúðurfléttur","R37","2014",1
"m. litlar svartar askhirslur","Hrúðurfléttur","R37","2017",1
"m. litlar svartar askhirslur","Hrúðurfléttur","R37","2020",3
"m. litlar svartar askhirslur","Hrúðurfléttur","R37","2023",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R37","2014",11
"Óaðgreindar tegundir","Hrúðurfléttur","R37","2017",25
"Óaðgreindar tegundir","Hrúðurfléttur","R37","2020",7
"Óaðgreindar tegundir","Hrúðurfléttur","R37","2023",7
"Ber klöpp","Hrúðurfléttur","R37","2014",13
"Ber klöpp","Hrúðurfléttur","R37","2017",2
"Ber klöpp","Hrúðurfléttur","R37","2020",4
"Ber klöpp","Hrúðurfléttur","R37","2023",4
"Andreaea rupestris","Mosar","R38","2014",6
"Andreaea rupestris","Mosar","R38","2017",4
"Andreaea rupestris","Mosar","R38","2020",0.5
"Andreaea rupestris","Mosar","R38","2023",2
"Antitrichia curtipendula","Mosar","R38","2014",0.5
"Antitrichia curtipendula","Mosar","R38","2017",0.5
"Antitrichia curtipendula","Mosar","R38","2020",0.5
"Antitrichia curtipendula","Mosar","R38","2023",0.5
"Frullania tamarisci","Mosar","R38","2014",0.5
"Frullania tamarisci","Mosar","R38","2017",0.5
"Frullania tamarisci","Mosar","R38","2020",0.5
"Frullania tamarisci","Mosar","R38","2023",0.5
"Grimmia montana","Mosar","R38","2014",11
"Grimmia montana","Mosar","R38","2017",9
"Grimmia montana","Mosar","R38","2020",7
"Grimmia montana","Mosar","R38","2023",10
"Hypnum cupressiforme","Mosar","R38","2014",2
"Hypnum cupressiforme","Mosar","R38","2017",7
"Hypnum cupressiforme","Mosar","R38","2020",11
"Hypnum cupressiforme","Mosar","R38","2023",11
"Racomitrium fasciculare","Mosar","R38","2014",10
"Racomitrium fasciculare","Mosar","R38","2017",0.5
"Racomitrium fasciculare","Mosar","R38","2020",0.5
"Racomitrium fasciculare","Mosar","R38","2023",0.5
"Racomitrium heterostichum","Mosar","R38","2014",3
"Racomitrium heterostichum","Mosar","R38","2017",0.5
"Racomitrium heterostichum","Mosar","R38","2020",0.5
"Racomitrium heterostichum","Mosar","R38","2023",0.5
"Racomitrium lanuginosum","Mosar","R38","2014",0.5
"Racomitrium lanuginosum","Mosar","R38","2017",0.5
"Racomitrium lanuginosum","Mosar","R38","2020",0.5
"Racomitrium lanuginosum","Mosar","R38","2023",0.5
"Racomitrium sudeticum","Mosar","R38","2014",0.5
"Racomitrium sudeticum","Mosar","R38","2017",0.5
"Racomitrium sudeticum","Mosar","R38","2020",0.5
"Racomitrium sudeticum","Mosar","R38","2023",0.5
"Dauður mosi","Mosar","R38","2014",11
"Dauður mosi","Mosar","R38","2017",11
"Dauður mosi","Mosar","R38","2020",0.5
"Dauður mosi","Mosar","R38","2023",0.5
"Ephebe lanata","Blað- og runnfléttur","R38","2014",0.5
"Ephebe lanata","Blað- og runnfléttur","R38","2017",0.5
"Ephebe lanata","Blað- og runnfléttur","R38","2020",0.5
"Ephebe lanata","Blað- og runnfléttur","R38","2023",0.5
"Physcia caesia","Blað- og runnfléttur","R38","2014",0.5
"Physcia caesia","Blað- og runnfléttur","R38","2017",0.5
"Physcia caesia","Blað- og runnfléttur","R38","2020",1
"Physcia caesia","Blað- og runnfléttur","R38","2023",1
"Polychidium muscicola","Blað- og runnfléttur","R38","2014",0.5
"Polychidium muscicola","Blað- og runnfléttur","R38","2017",0.5
"Polychidium muscicola","Blað- og runnfléttur","R38","2020",0.5
"Polychidium muscicola","Blað- og runnfléttur","R38","2023",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R38","2014",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R38","2017",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R38","2020",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R38","2023",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R38","2014",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R38","2017",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R38","2020",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R38","2023",0.5
"Calvitimela aglaea","Hrúðurfléttur","R38","2014",0.5
"Calvitimela aglaea","Hrúðurfléttur","R38","2017",0.5
"Calvitimela aglaea","Hrúðurfléttur","R38","2020",0.5
"Calvitimela aglaea","Hrúðurfléttur","R38","2023",0.5
